 num     #instances         #bytes  class name (module)
4031:             1             32  org.apache.kafka.shaded.io.opentelemetry.proto.metrics.v1.Gauge
4032:             1             32  org.apache.kafka.shaded.io.opentelemetry.proto.metrics.v1.MetricsData
4033:             2             32  org.apache.kafka.streams.KafkaStreams$$Lambda$2238/0x0000000100be2f68
4034:             2             32  org.apache.kafka.streams.KafkaStreams$$Lambda$2239/0x0000000100be3190
4035:             2             32  org.apache.kafka.streams.KafkaStreams$$Lambda$2240/0x0000000100be33b8
4036:             2             32  org.apache.kafka.streams.KafkaStreams$$Lambda$2286/0x0000000100c16720
4037:             2             32  org.apache.kafka.streams.KafkaStreams$DelegatingStandbyUpdateListener
4038:             2             32  org.apache.kafka.streams.KafkaStreams$DelegatingStateRestoreListener
4039:             2             32  org.apache.kafka.streams.Topology
4040:             2             32  org.apache.kafka.streams.TopologyConfig$$Lambda$1777/0x0000000100a4e328
4041:             2             32  org.apache.kafka.streams.TopologyConfig$$Lambda$1778/0x0000000100a4e550
4042:             2             32  org.apache.kafka.streams.kstream.internals.KStreamFlatMapValues
4043:             2             32  org.apache.kafka.streams.processor.internals.DefaultKafkaClientSupplier
4044:             2             32  org.apache.kafka.streams.processor.internals.QuickUnion
4045:             2             32  org.apache.kafka.streams.state.internals.GlobalStateStoreProvider
4046:             2             32  org.apache.tomcat.util.buf.UDecoder
4047:             1             32  org.apache.tomcat.util.collections.ManagedConcurrentWeakHashMap
4048:             1             32  org.apache.tomcat.util.collections.SynchronizedQueue
4049:             1             32  org.apache.tomcat.util.descriptor.web.ErrorPage
4050:             1             32  org.apache.tomcat.util.descriptor.web.LoginConfig
4051:             1             32  org.apache.tomcat.util.net.NioChannel$1
4052:             1             32  org.apache.tomcat.util.scan.StandardJarScanner
4053:             1             32  org.apache.tomcat.util.threads.LimitLatch
4054:             1             32  org.apache.tomcat.util.threads.LimitLatch$Sync
4055:             1             32  org.apache.tomcat.websocket.server.WsWriteTimeout
4056:             1             32  org.hibernate.validator.internal.engine.ConstraintCreationContext
4057:             1             32  org.hibernate.validator.internal.engine.ValidatorFactoryImpl$BeanMetaDataManagerKey
4058:             1             32  org.hibernate.validator.internal.engine.constraintvalidation.HibernateConstraintValidatorInitializationContextImpl
4059:             1             32  org.hibernate.validator.internal.engine.scripting.DefaultScriptEvaluatorFactory
4060:             1             32  org.hibernate.validator.internal.engine.valueextraction.ValueExtractorResolver
4061:             1             32  org.hibernate.validator.internal.metadata.provider.AnnotationMetaDataProvider
4062:             1             32  org.hibernate.validator.internal.metadata.raw.BeanConfiguration
4063:             1             32  org.hibernate.validator.internal.properties.javabean.JavaBeanConstructor
4064:             2             32  org.slf4j.helpers.ThreadLocalMapOfStacks
4065:             1             32  org.springframework.boot.DefaultApplicationArguments$Source
4066:             1             32  org.springframework.boot.actuate.autoconfigure.endpoint.web.WebEndpointProperties
4067:             1             32  org.springframework.boot.actuate.autoconfigure.health.AutoConfiguredHealthContributorRegistry
4068:             1             32  org.springframework.boot.actuate.autoconfigure.health.AutoConfiguredReactiveHealthContributorRegistry
4069:             1             32  org.springframework.boot.actuate.autoconfigure.observation.ObservationProperties
4070:             2             32  org.springframework.boot.actuate.autoconfigure.tracing.CompositePropagationFactory$PropagationFactories
4071:             1             32  org.springframework.boot.actuate.autoconfigure.tracing.LogCorrelationEnvironmentPostProcessor$LogCorrelationPropertySource
4072:             1             32  org.springframework.boot.actuate.autoconfigure.tracing.TracingProperties
4073:             1             32  org.springframework.boot.actuate.autoconfigure.tracing.TracingProperties$Baggage
4074:             1             32  org.springframework.boot.actuate.autoconfigure.web.server.ManagementContextAutoConfiguration$SameManagementContextConfiguration$1
4075:             1             32  org.springframework.boot.actuate.autoconfigure.web.server.ManagementServerProperties
4076:             1             32  org.springframework.boot.actuate.availability.LivenessStateHealthIndicator
4077:             1             32  org.springframework.boot.actuate.availability.ReadinessStateHealthIndicator
4078:             2             32  org.springframework.boot.actuate.endpoint.web.WebServerNamespace
4079:             2             32  org.springframework.boot.actuate.health.CompositeHealthContributorReactiveAdapter
4080:             2             32  org.springframework.boot.actuate.health.SimpleHttpCodeStatusMapper
4081:             2             32  org.springframework.boot.actuate.health.SimpleStatusAggregator$StatusComparator
4082:             1             32  org.springframework.boot.actuate.metrics.startup.StartupTimeMetricsListener
4083:             2             32  org.springframework.boot.actuate.metrics.startup.StartupTimeMetricsListener$$Lambda$2396/0x0000000100c2a800
4084:             1             32  org.springframework.boot.actuate.system.DiskSpaceHealthIndicator
4085:             2             32  org.springframework.boot.autoconfigure.condition.OnResourceCondition
4086:             1             32  org.springframework.boot.autoconfigure.integration.IntegrationProperties$Endpoint
4087:             1             32  org.springframework.boot.autoconfigure.jmx.JmxProperties
4088:             1             32  org.springframework.boot.autoconfigure.security.SecurityProperties$User
4089:             1             32  org.springframework.boot.autoconfigure.task.TaskExecutionProperties
4090:             1             32  org.springframework.boot.autoconfigure.task.TaskSchedulingProperties
4091:             1             32  org.springframework.boot.autoconfigure.web.ServerProperties$Undertow$Accesslog
4092:             1             32  org.springframework.boot.autoconfigure.web.WebProperties$Resources
4093:             1             32  org.springframework.boot.autoconfigure.web.format.WebConversionService
4094:             1             32  org.springframework.boot.autoconfigure.web.servlet.MultipartProperties
4095:             1             32  org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryCustomizer
4096:             1             32  org.springframework.boot.autoconfigure.web.servlet.error.DefaultErrorViewResolver
4097:             2             32  org.springframework.boot.context.config.ConfigData$AlwaysPropertySourceOptions
4098:             2             32  org.springframework.boot.convert.CharArrayFormatter
4099:             2             32  org.springframework.boot.convert.DurationToNumberConverter
4100:             2             32  org.springframework.boot.convert.DurationToStringConverter
4101:             2             32  org.springframework.boot.convert.InetAddressFormatter
4102:             2             32  org.springframework.boot.convert.InputStreamSourceToByteArrayConverter
4103:             2             32  org.springframework.boot.convert.IsoOffsetFormatter
4104:             2             32  org.springframework.boot.convert.LenientBooleanToEnumConverterFactory
4105:             2             32  org.springframework.boot.convert.LenientStringToEnumConverterFactory
4106:             2             32  org.springframework.boot.convert.NumberToDataSizeConverter
4107:             2             32  org.springframework.boot.convert.NumberToDurationConverter
4108:             2             32  org.springframework.boot.convert.NumberToPeriodConverter
4109:             2             32  org.springframework.boot.convert.PeriodToStringConverter
4110:             2             32  org.springframework.boot.convert.StringToFileConverter
4111:             1             32  org.springframework.boot.env.SpringApplicationJsonEnvironmentPostProcessor$JsonPropertySource
4112:             1             32  org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource
4113:             1             32  org.springframework.boot.logging.logback.LogbackLoggingSystem$1
4114:             1             32  org.springframework.boot.task.SimpleAsyncTaskSchedulerBuilder
4115:             1             32  org.springframework.boot.task.TaskSchedulerBuilder
4116:             1             32  org.springframework.boot.task.ThreadPoolTaskSchedulerBuilder
4117:             1             32  org.springframework.boot.web.embedded.tomcat.TomcatWebServer
4118:             1             32  org.springframework.boot.web.server.Compression
4119:             2             32  org.springframework.boot.web.server.MimeMappings
4120:             1             32  org.springframework.boot.web.servlet.context.ApplicationServletEnvironment
4121:             1             32  org.springframework.boot.web.servlet.server.Encoding
4122:             1             32  org.springframework.cglib.core.AbstractClassGenerator$ClassLoaderData
4123:             2             32  org.springframework.cglib.core.AbstractClassGenerator$Source
4124:             2             32  org.springframework.cglib.proxy.DispatcherGenerator
4125:             1             32  org.springframework.cloud.bootstrap.encrypt.KeyProperties
4126:             1             32  org.springframework.cloud.bootstrap.encrypt.KeyProperties$KeyStore
4127:             1             32  org.springframework.cloud.client.discovery.health.DiscoveryClientHealthIndicator
4128:             1             32  org.springframework.cloud.client.discovery.health.reactive.ReactiveDiscoveryClientHealthIndicator
4129:             1             32  org.springframework.cloud.client.discovery.simple.SimpleDiscoveryClientAutoConfiguration
4130:             1             32  org.springframework.cloud.client.discovery.simple.reactive.SimpleReactiveDiscoveryClientAutoConfiguration
4131:             1             32  org.springframework.cloud.context.config.ContextRefreshedWithApplicationEvent
4132:             1             32  org.springframework.cloud.function.cloudevent.CloudEventsFunctionInvocationHelper
4133:             1             32  org.springframework.cloud.function.context.FunctionRegistration
4134:             1             32  org.springframework.cloud.health.RefreshScopeHealthIndicator
4135:             1             32  org.springframework.cloud.stream.binder.BinderChildContextInitializer
4136:             2             32  org.springframework.cloud.stream.binder.DefaultBinderFactory$1
4137:             2             32  org.springframework.cloud.stream.binder.kafka.streams.AbstractKafkaStreamsBinderProcessor$$Lambda$1769/0x0000000100a47b98
4138:             1             32  org.springframework.cloud.stream.binder.kafka.streams.GlobalKTableBoundElementFactory
4139:             1             32  org.springframework.cloud.stream.binder.kafka.streams.InteractiveQueryService
4140:             1             32  org.springframework.cloud.stream.binder.kafka.streams.KStreamBoundElementFactory
4141:             2             32  org.springframework.cloud.stream.binder.kafka.streams.KStreamBoundElementFactory$KStreamWrapperHandler
4142:             1             32  org.springframework.cloud.stream.binder.kafka.streams.KTableBoundElementFactory
4143:             2             32  org.springframework.cloud.stream.binder.kafka.streams.KafkaStreamsBinderHealthIndicatorConfiguration
4144:             2             32  org.springframework.cloud.stream.binder.kafka.streams.KafkaStreamsBinderUtils$$Lambda$2133/0x0000000100b8f8b0
4145:             1             32  org.springframework.cloud.stream.binder.kafka.streams.KafkaStreamsMessageConversionDelegate
4146:             1             32  org.springframework.cloud.stream.binder.kafka.streams.KafkaStreamsVersionAgnosticTopologyInfoFacade
4147:             2             32  org.springframework.cloud.stream.binder.kafka.streams.function.KafkaStreamsFunctionBeanPostProcessor$$Lambda$1761/0x0000000100a40fb0
4148:             1             32  org.springframework.cloud.stream.binder.kafka.streams.function.KafkaStreamsFunctionProcessorInvoker
4149:             1             32  org.springframework.cloud.stream.binding.InputBindingLifecycle
4150:             1             32  org.springframework.cloud.stream.binding.OutputBindingLifecycle
4151:             1             32  org.springframework.cloud.stream.config.SmartPayloadArgumentResolver
4152:             1             32  org.springframework.cloud.stream.converter.CompositeMessageConverterFactory
4153:             1             32  org.springframework.cloud.stream.converter.ObjectStringMessageConverter
4154:             1             32  org.springframework.cloud.stream.function.StreamFunctionProperties
4155:             2             32  org.springframework.cloud.vault.config.VaultConfigDataLoader$$Lambda$337/0x0000000100338ec8
4156:             1             32  org.springframework.cloud.vault.config.VaultConfigDataLoader$ImperativeInfrastructure
4157:             1             32  org.springframework.cloud.vault.config.VaultConfigDataLoader$ReactiveInfrastructure
4158:             2             32  org.springframework.cloud.vault.config.VaultConfiguration
4159:             2             32  org.springframework.cloud.vault.config.VaultProperties$Reactive
4160:             2             32  org.springframework.cloud.vault.config.VaultProperties$Session
4161:             2             32  org.springframework.cloud.vault.config.VaultReactiveConfiguration
4162:             1             32  org.springframework.context.annotation.ContextAnnotationAutowireCandidateResolver$1
4163:             2             32  org.springframework.context.support.AbstractApplicationContext$$Lambda$2106/0x0000000100b85198
4164:             1             32  org.springframework.context.support.PropertySourcesPlaceholderConfigurer$1
4165:             2             32  org.springframework.core.annotation.MergedAnnotationPredicates$$Lambda$1367/0x0000000100978440
4166:             2             32  org.springframework.core.convert.support.GenericConversionService$NoOpConverter
4167:             1             32  org.springframework.core.task.SimpleAsyncTaskExecutor$ConcurrencyThrottleAdapter
4168:             1             32  org.springframework.expression.spel.ast.OperatorNot
4169:             2             32  org.springframework.expression.spel.support.StandardTypeConverter$$Lambda$1795/0x0000000100a689d0
4170:             1             32  org.springframework.format.support.FormattingConversionService
4171:             1             32  org.springframework.http.client.reactive.ReactorClientHttpConnector
4172:             1             32  org.springframework.http.client.reactive.ReactorClientHttpConnector$$Lambda$542/0x000000010048aec8
4173:             2             32  org.springframework.http.server.PathContainer$Options
4174:             2             32  org.springframework.http.server.observation.DefaultServerRequestObservationConvention
4175:             1             32  org.springframework.integration.channel.AbstractMessageChannel$ChannelInterceptorList
4176:             1             32  org.springframework.integration.config.GlobalChannelInterceptorProcessor
4177:             1             32  org.springframework.integration.config.IntegrationSimpleEvaluationContextFactoryBean
4178:             1             32  org.springframework.integration.config.MessagingAnnotationBeanPostProcessor
4179:             1             32  org.springframework.integration.dsl.context.IntegrationFlowBeanPostProcessor
4180:             1             32  org.springframework.integration.dsl.context.StandardIntegrationFlowContext
4181:             1             32  org.springframework.integration.support.SmartLifecycleRoleController
4182:             1             32  org.springframework.integration.support.channel.BeanFactoryChannelResolver
4183:             2             32  org.springframework.kafka.config.StreamsBuilderFactoryBean$1
4184:             2             32  org.springframework.kafka.core.CleanupConfig
4185:             2             32  org.springframework.kafka.listener.DeadLetterPublishingRecoverer$$Lambda$2128/0x0000000100b8ed88
4186:             2             32  org.springframework.kafka.listener.DeadLetterPublishingRecoverer$$Lambda$2130/0x0000000100b8f1d0
4187:             1             32  org.springframework.kafka.support.converter.BatchMessagingMessageConverter
4188:             1             32  org.springframework.messaging.converter.ByteArrayMessageConverter
4189:             2             32  org.springframework.messaging.handler.annotation.support.HeadersMethodArgumentResolver
4190:             1             32  org.springframework.scheduling.support.PeriodicTrigger
4191:             1             32  org.springframework.security.authentication.DefaultAuthenticationEventPublisher
4192:             1             32  org.springframework.security.authentication.ProviderManager
4193:             1             32  org.springframework.security.authorization.ObservationAuthorizationManager
4194:             1             32  org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor
4195:             1             32  org.springframework.security.config.annotation.web.builders.HttpSecurity$RequestMatcherConfigurer
4196:             1             32  org.springframework.security.config.annotation.web.builders.WebSecurity$IgnoredRequestConfigurer
4197:             1             32  org.springframework.security.config.annotation.web.configuration.HttpSecurityConfiguration
4198:             1             32  org.springframework.security.config.annotation.web.configurers.DefaultLoginPageConfigurer
4199:             1             32  org.springframework.security.config.annotation.web.configurers.SecurityContextConfigurer
4200:             1             32  org.springframework.security.config.annotation.web.configurers.ServletApiConfigurer
4201:             2             32  org.springframework.security.config.crypto.RsaKeyConversionServicePostProcessor$ResourceKeyConverterAdapter$$Lambda$995/0x00000001008686c8
4202:             2             32  org.springframework.security.config.crypto.RsaKeyConversionServicePostProcessor$ResourceKeyConverterAdapter$$Lambda$996/0x0000000100868900
4203:             2             32  org.springframework.security.core.authority.SimpleGrantedAuthority
4204:             1             32  org.springframework.security.oauth2.jwt.JwtClaimValidator
4205:             2             32  org.springframework.security.oauth2.jwt.MappedJwtClaimSetConverter$$Lambda$1479/0x00000001009bb470
4206:             1             32  org.springframework.security.oauth2.jwt.NimbusJwtDecoder
4207:             1             32  org.springframework.security.oauth2.server.resource.authentication.JwtGrantedAuthoritiesConverter
4208:             2             32  org.springframework.security.web.FilterChainProxy$NullFilterChainValidator
4209:             1             32  org.springframework.security.web.authentication.logout.SimpleUrlLogoutSuccessHandler
4210:             2             32  org.springframework.security.web.firewall.HttpStatusRequestRejectedHandler
4211:             2             32  org.springframework.security.web.header.writers.CacheControlHeadersWriter
4212:             2             32  org.springframework.security.web.header.writers.HstsHeaderWriter$SecureRequestMatcher
4213:             2             32  org.springframework.security.web.header.writers.StaticHeadersWriter
4214:             2             32  org.springframework.security.web.header.writers.XContentTypeOptionsHeaderWriter
4215:             2             32  org.springframework.security.web.header.writers.XXssProtectionHeaderWriter
4216:             2             32  org.springframework.security.web.util.ThrowableAnalyzer
4217:             1             32  org.springframework.util.ConcurrentLruCache$ReadOperations
4218:             2             32  org.springframework.util.MultiValueMapAdapter
4219:             2             32  org.springframework.validation.beanvalidation.MethodValidationAdapter$$Lambda$1019/0x0000000100875a58
4220:             1             32  org.springframework.vault.client.WebClientBuilder
4221:             1             32  org.springframework.vault.core.VaultTemplate
4222:             2             32  org.springframework.web.method.annotation.RequestParamMapMethodArgumentResolver
4223:             1             32  org.springframework.web.method.annotation.SessionAttributesHandler
4224:             2             32  org.springframework.web.method.support.HandlerMethodReturnValueHandlerComposite
4225:             2             32  org.springframework.web.reactive.function.client.DefaultClientRequestObservationConvention
4226:             1             32  org.springframework.web.servlet.config.annotation.AsyncSupportConfigurer
4227:             1             32  org.springframework.web.servlet.handler.HandlerMappingIntrospector
4228:             2             32  org.springframework.web.servlet.mvc.condition.HeadersRequestCondition
4229:             1             32  org.springframework.web.servlet.mvc.condition.PatternsRequestCondition
4230:             2             32  org.springframework.web.servlet.mvc.method.annotation.JsonViewResponseBodyAdvice
4231:             2             32  org.springframework.web.servlet.mvc.method.annotation.MatrixVariableMapMethodArgumentResolver
4232:             2             32  org.springframework.web.servlet.mvc.method.annotation.ModelAndViewMethodReturnValueHandler
4233:             2             32  org.springframework.web.servlet.mvc.method.annotation.PathVariableMapMethodArgumentResolver
4234:             2             32  org.springframework.web.servlet.mvc.method.annotation.RedirectAttributesMethodArgumentResolver
4235:             1             32  org.springframework.web.servlet.mvc.method.annotation.ServletCookieValueMethodArgumentResolver
4236:             2             32  org.springframework.web.servlet.mvc.method.annotation.ViewMethodReturnValueHandler
4237:             2             32  org.springframework.web.servlet.mvc.method.annotation.ViewNameMethodReturnValueHandler
4238:             1             32  org.springframework.web.servlet.view.BeanNameViewResolver
4239:             1             32  org.springframework.web.servlet.view.DefaultRequestToViewNameTranslator
4240:             2             32  reactor.core.publisher.Operators$EmptySubscription
4241:             2             32  reactor.core.publisher.SinksSpecs$UnicastSpecImpl
4242:             1             32  reactor.core.scheduler.BoundedElasticScheduler$BoundedServices$1
4243:             1             32  reactor.core.scheduler.ReactorThreadFactory
4244:             1             32  reactor.netty.http.HttpResources
4245:             1             32  reactor.netty.internal.shaded.reactor.pool.AllocationStrategies$SizeBasedAllocationStrategy
4246:             1             32  reactor.netty.resources.DefaultPooledConnectionProvider$PooledConnectionAllocator
4247:             1             32  sun.management.MappedMXBeanType$InProgress (java.management@17.0.13)
4248:             2             32  sun.net.www.protocol.file.Handler (java.base@17.0.13)
4249:             1             32  sun.net.www.protocol.https.Handler (java.base@17.0.13)
4250:             2             32  sun.net.www.protocol.jrt.Handler (java.base@17.0.13)
4251:             1             32  sun.nio.fs.LinuxFileSystem (java.base@17.0.13)
4252:             1             32  sun.security.ec.ed.Ed25519Operations (jdk.crypto.ec@17.0.13)
4253:             1             32  sun.security.ec.ed.Ed448Operations (jdk.crypto.ec@17.0.13)
4254:             1             32  sun.security.ec.point.ExtendedHomogeneousPoint$Immutable (jdk.crypto.ec@17.0.13)
4255:             2             32  sun.security.provider.FileInputStreamPool$UnclosableInputStream (java.base@17.0.13)
4256:             1             32  sun.security.provider.PolicyFile (java.base@17.0.13)
4257:             1             32  sun.security.provider.PolicyFile$PolicyInfo (java.base@17.0.13)
4258:             1             32  sun.security.provider.SecureRandom (java.base@17.0.13)
4259:             2             32  sun.security.rsa.RSAKeyFactory$Legacy (java.base@17.0.13)
4260:             2             32  sun.security.ssl.AlpnExtension$SHAlpnAbsence (java.base@17.0.13)
4261:             2             32  sun.security.ssl.AlpnExtension$SHAlpnConsumer (java.base@17.0.13)
4262:             2             32  sun.security.ssl.AlpnExtension$SHAlpnProducer (java.base@17.0.13)
4263:             2             32  sun.security.ssl.Authenticator$TLS13Authenticator (java.base@17.0.13)
4264:             2             32  sun.security.ssl.DHKeyExchange$DHEKAGenerator (java.base@17.0.13)
4265:             2             32  sun.security.ssl.DHKeyExchange$DHEPossessionGenerator (java.base@17.0.13)
4266:             2             32  sun.security.ssl.SSLAlgorithmDecomposer (java.base@17.0.13)
4267:             2             32  sun.security.ssl.SSLCipher$NullReadCipherGenerator (java.base@17.0.13)
4268:             2             32  sun.security.ssl.SSLCipher$NullWriteCipherGenerator (java.base@17.0.13)
4269:             2             32  sun.security.ssl.SSLCipher$T12GcmReadCipherGenerator (java.base@17.0.13)
4270:             2             32  sun.security.ssl.SSLCipher$T12GcmWriteCipherGenerator (java.base@17.0.13)
4271:             2             32  sun.security.ssl.SSLCipher$T13GcmReadCipherGenerator (java.base@17.0.13)
4272:             2             32  sun.security.ssl.SSLCipher$T13GcmWriteCipherGenerator (java.base@17.0.13)
4273:             1             32  sun.security.ssl.SSLSocketImpl$AppInputStream (java.base@17.0.13)
4274:             2             32  sun.security.ssl.ServerHello$T12ServerHelloConsumer (java.base@17.0.13)
4275:             2             32  sun.security.ssl.ServerHello$T13HelloRetryRequestConsumer (java.base@17.0.13)
4276:             2             32  sun.security.ssl.ServerHello$T13ServerHelloConsumer (java.base@17.0.13)
4277:             2             32  sun.security.ssl.SupportedVersionsExtension$SHSupportedVersionsStringizer (java.base@17.0.13)
4278:             1             32  sun.security.ssl.TrustStoreManager$TrustAnchorManager (java.base@17.0.13)
4279:             2             32  sun.security.util.HostnameChecker (java.base@17.0.13)
4280:             1             32  sun.security.util.KnownOIDs$1 (java.base@17.0.13)
4281:             1             32  sun.security.util.KnownOIDs$10 (java.base@17.0.13)
4282:             1             32  sun.security.util.KnownOIDs$2 (java.base@17.0.13)
4283:             1             32  sun.security.util.KnownOIDs$3 (java.base@17.0.13)
4284:             1             32  sun.security.util.KnownOIDs$4 (java.base@17.0.13)
4285:             1             32  sun.security.util.KnownOIDs$5 (java.base@17.0.13)
4286:             1             32  sun.security.util.KnownOIDs$6 (java.base@17.0.13)
4287:             1             32  sun.security.util.KnownOIDs$7 (java.base@17.0.13)
4288:             1             32  sun.security.util.KnownOIDs$8 (java.base@17.0.13)
4289:             1             32  sun.security.util.KnownOIDs$9 (java.base@17.0.13)
4290:             1             32  sun.security.util.math.intpoly.Curve25519OrderField (java.base@17.0.13)
4291:             1             32  sun.security.util.math.intpoly.Curve448OrderField (java.base@17.0.13)
4292:             2             32  sun.security.util.math.intpoly.IntegerPolynomial$Limb (java.base@17.0.13)
4293:             1             32  sun.security.util.math.intpoly.IntegerPolynomial25519 (java.base@17.0.13)
4294:             1             32  sun.security.util.math.intpoly.IntegerPolynomial448 (java.base@17.0.13)
4295:             1             32  sun.security.util.math.intpoly.IntegerPolynomialP256 (java.base@17.0.13)
4296:             1             32  sun.security.util.math.intpoly.IntegerPolynomialP384 (java.base@17.0.13)
4297:             1             32  sun.security.util.math.intpoly.IntegerPolynomialP521 (java.base@17.0.13)
4298:             1             32  sun.security.util.math.intpoly.P256OrderField (java.base@17.0.13)
4299:             1             32  sun.security.util.math.intpoly.P384OrderField (java.base@17.0.13)
4300:             1             32  sun.security.util.math.intpoly.P521OrderField (java.base@17.0.13)
4301:             1             32  sun.security.x509.IssuerAlternativeNameExtension (java.base@17.0.13)
4302:             1             32  sun.security.x509.PrivateKeyUsageExtension (java.base@17.0.13)
4303:             2             32  sun.util.resources.LocaleData (java.base@17.0.13)
4304:             1             32  uk.co.santander.datadomainclientsplitter.DataDomainClientSplitterApplication$$SpringCGLIB$$0
4305:             1             32  uk.co.santander.datadomainclientsplitter.config.SecurityConfig$$SpringCGLIB$$0
4306:             1             32  uk.co.santander.datadomainclientsplitter.config.properties.ClientSplitterProperties
4307:             1             24  [Lbrave.context.slf4j.MDCScopeDecorator$MDCContext;
4308:             1             24  [Lbrave.propagation.CurrentTraceContext$ScopeDecorator;
4309:             1             24  [Lch.qos.logback.core.joran.spi.ConsoleTarget;
4310:             1             24  [Lch.qos.logback.core.subst.Node$Type;
4311:             1             24  [Lcom.dynatrace.agent.config.core.ConfigNodeHandle;
4312:             1             24  [Lcom.dynatrace.agent.introspection.IntrospectionBase$CheckSensorFlag;
4313:             1             24  [Lcom.dynatrace.agent.introspection.IntrospectionBase$LinkInsertionAreaCheck;
4314:             1             24  [Lcom.dynatrace.agent.introspection.IntrospectionBase$ReentranceProtection;
4315:             1             24  [Lcom.dynatrace.agent.introspection.IntrospectionBase$RequireSubPath;
4316:             1             24  [Lcom.dynatrace.agent.introspection.IntrospectionResult;
4317:             1             24  [Lcom.dynatrace.agent.introspection.servlet.HttpRouteSource;
4318:             1             24  [Lcom.dynatrace.agent.measures.core.MeType;
4319:             1             24  [Lcom.dynatrace.agent.measures.plugins.RawPlugin$PluginType;
4320:             1             24  [Lcom.dynatrace.agent.util.reflector.supplier.CachingReflectorSupplier$OperationMode;
4321:             1             24  [Lcom.dynatrace.agent.util.reflector.supplier.ReflectorSupplier$OperationMode;
4322:             1             24  [Lcom.fasterxml.jackson.core.StreamWriteCapability;
4323:             1             24  [Lcom.fasterxml.jackson.databind.AnnotationIntrospector$ReferenceProperty$Type;
4324:             1             24  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property; (java.xml@17.0.13)
4325:             1             24  [Lio.micrometer.core.instrument.simple.CountingMode;
4326:             1             24  [Lio.netty.buffer.PoolArena$SizeClass;
4327:             1             24  [Lio.netty.handler.logging.ByteBufFormat;
4328:             1             24  [Lio.netty.resolver.dns.DnsNameResolverChannelStrategy;
4329:             1             24  [Ljava.io.File$PathStatus; (java.base@17.0.13)
4330:             1             24  [Ljava.lang.Exception; (java.base@17.0.13)
4331:             1             24  [Ljava.lang.StackWalker$ExtendedOption; (java.base@17.0.13)
4332:             1             24  [Ljava.lang.invoke.MethodHandles$Lookup$ClassOption; (java.base@17.0.13)
4333:             1             24  [Ljava.lang.management.MemoryType; (java.management@17.0.13)
4334:             1             24  [Ljava.net.InetSocketAddress; (java.base@17.0.13)
4335:             1             24  [Ljava.nio.file.LinkOption; (java.base@17.0.13)
4336:             1             24  [Ljava.security.Provider$OPType; (java.base@17.0.13)
4337:             1             24  [Ljava.time.temporal.IsoFields$Unit; (java.base@17.0.13)
4338:             1             24  [Ljava.util.Comparators$NaturalOrderComparator; (java.base@17.0.13)
4339:             1             24  [Ljava.util.Locale$Category; (java.base@17.0.13)
4340:             1             24  [Ljavax.security.auth.login.LoginContext$ModuleInfo; (java.base@17.0.13)
4341:             1             24  [Ljdk.internal.access.JavaSecurityAccess$ProtectionDomainCache; (java.base@17.0.13)
4342:             1             24  [Ljdk.internal.icu.util.CodePointTrie$Type; (java.base@17.0.13)
4343:             1             24  [Lorg.apache.catalina.Service;
4344:             1             24  [Lorg.apache.catalina.WebResource;
4345:             1             24  [Lorg.apache.catalina.connector.Connector;
4346:             1             24  [Lorg.apache.catalina.mapper.Mapper$ContextVersion;
4347:             1             24  [Lorg.apache.catalina.mapper.Mapper$MappedContext;
4348:             1             24  [Lorg.apache.catalina.mapper.Mapper$MappedHost;
4349:             1             24  [Lorg.apache.hc.client5.http.RouteInfo$LayerType;
4350:             1             24  [Lorg.apache.hc.client5.http.RouteInfo$TunnelType;
4351:             1             24  [Lorg.apache.hc.client5.http.auth.ChallengeType;
4352:             1             24  [Lorg.apache.hc.core5.http.URIScheme;
4353:             1             24  [Lorg.apache.hc.core5.pool.PoolConcurrencyPolicy;
4354:             1             24  [Lorg.apache.hc.core5.pool.PoolReusePolicy;
4355:             1             24  [Lorg.apache.kafka.clients.GroupRebalanceConfig$ProtocolType;
4356:             1             24  [Lorg.apache.kafka.clients.consumer.ConsumerPartitionAssignor$RebalanceProtocol;
4357:             1             24  [Lorg.apache.kafka.common.network.Mode;
4358:             1             24  [Lorg.apache.kafka.common.requests.FindCoordinatorRequest$CoordinatorType;
4359:             1             24  [Lorg.apache.kafka.common.security.JaasContext$Type;
4360:             1             24  [Lorg.apache.kafka.streams.kstream.internals.graph.GraphNode$Label;
4361:             1             24  [Lorg.apache.kafka.streams.processor.PunctuationType;
4362:             1             24  [Lorg.apache.kafka.streams.processor.internals.StoreChangelogReader$ChangelogReaderState;
4363:             1             24  [Lorg.apache.kafka.streams.processor.internals.metrics.StreamsMetricsImpl$Version;
4364:             1             24  [Lorg.apache.tomcat.util.buf.UEncoder$SafeCharsSet;
4365:             1             24  [Lorg.apache.tomcat.util.http.CookiesWithoutEquals;
4366:             1             24  [Lorg.hibernate.validator.internal.metadata.descriptor.ConstraintDescriptorImpl$ConstraintType;
4367:             1             24  [Lorg.slf4j.helpers.Reporter$TargetChoice;
4368:             1             24  [Lorg.springframework.aop.ClassFilter;
4369:             1             24  [Lorg.springframework.boot.BootstrapRegistry$Scope;
